transaction_id,product_id,customer_id,sale_date,quantity_sold,price_per_unit,discount_applied,store_id
TXN000034,PROD0062,CUST00422,2024-07-07,1,4291.39,0.11,STORE01
TXN000035,PROD0006,CUST00121,2024-07-06,1,4880.09,0.0,STORE09
TXN000036,PROD0042,CUST00420,2024-03-04,4,1580.1,0.0,STORE06
TXN000037,PROD0040,CUST00395,2024-07-28,5,3816.81,0.0,STORE03
TXN000038,PROD0038,CUST00297,2024-04-17,1,2035.63,0.2,STORE07
TXN000039,PROD0031,CUST00056,2024-06-12,1,1233.28,0.0,STORE07
TXN000040,PROD0037,CUST00031,2024-02-13,4,2925.6,0.0,STORE05
TXN000041,PROD0040,CUST00059,2024-12-03,5,1498.33,0.11,STORE07
TXN000042,PROD0005,CUST00358,2024-05-24,4,3597.39,0.0,STORE03
TXN000043,PROD0092,CUST00051,2024-02-06,5,3876.89,0.0,STORE03
TXN000044,PROD0061,CUST00106,2024-12-28,3,3447.84,0.0,STORE09
TXN000045,PROD0035,CUST00410,2024-09-30,1,4232.81,0.07,STORE05
TXN000046,PROD0083,CUST00038,2024-10-05,3,2786.95,0.14,STORE08
TXN000047,PROD0006,CUST00270,2024-12-22,3,959.5,0.0,STORE03
TXN000048,PROD0073,CUST00026,2024-06-19,5,1784.58,0.0,STORE09
TXN000049,PROD0059,CUST00226,2024-12-25,1,4075.11,0.0,STORE10
TXN000050,PROD0028,CUST00335,2024-06-17,5,299.59,0.0,STORE08
TXN000051,PROD0005,CUST00015,2024-09-16,3,1131.21,0.0,STORE01
TXN000052,PROD0085,CUST00175,2024-07-03,4,958.58,0.0,STORE01
TXN000053,PROD0032,CUST00490,2024-06-27,2,647.61,0.0,STORE05
TXN000054,PROD0095,CUST00218,2024-07-26,2,1382.17,0.01,STORE06
TXN000055,PROD0037,CUST00152,2024-08-17,3,4032.04,0.14,STORE05
TXN000056,PROD0063,CUST00396,2024-07-11,2,2666.34,0.0,STORE07
TXN000057,PROD0034,CUST00158,2024-02-13,2,4009.12,0.06,STORE07
TXN000058,PROD0063,CUST00074,2024-02-19,4,2736.51,0.0,STORE03
TXN000059,PROD0006,CUST00248,2024-10-12,1,2981.42,0.11,STORE10
TXN000060,PROD0004,CUST00164,2024-12-02,5,1105.38,0.0,STORE02
TXN000061,PROD0022,CUST00373,2024-01-21,3,1353.13,0.0,STORE08
TXN000062,PROD0046,CUST00403,2024-07-24,3,3408.53,0.0,STORE03
TXN000063,PROD0096,CUST00087,2024-06-09,3,905.37,0.0,STORE03
TXN000064,PROD0018,CUST00272,2024-08-19,3,3504.11,0.0,STORE06
TXN000065,PROD0084,CUST00009,2024-09-27,4,1561.64,0.0,STORE02
TXN000066,PROD0018,CUST00074,2024-09-07,4,1465.17,0.15,STORE06
TXN000067,PROD0070,CUST00148,2024-02-09,2,2493.03,0.18,STORE01
TXN000068,PROD0077,CUST00451,2024-02-18,3,736.75,0.0,STORE10
TXN000069,PROD0053,CUST00351,2024-09-20,2,2345.14,0.0,STORE01
TXN000070,PROD0066,CUST00314,2024-07-08,3,1387.43,0.0,STORE10
TXN000071,PROD0004,CUST00160,2024-06-04,4,3416.25,0.0,STORE01
TXN000072,PROD0065,CUST00154,2024-03-04,1,3440.2,0.0,STORE09
TXN000073,PROD0077,CUST00405,2024-03-06,5,2614.58,0.1,STORE03
TXN000074,PROD0008,CUST00254,2024-06-01,3,3009.98,0.0,STORE06
TXN000075,PROD0033,CUST00277,2024-04-10,5,4471.8,0.0,STORE08
TXN000076,PROD0056,CUST00199,2024-01-06,2,2152.67,0.19,STORE07
TXN000077,PROD0055,CUST00269,2024-09-02,3,3699.09,0.0,STORE02
TXN000078,PROD0036,CUST00109,2024-07-04,5,3192.86,0.0,STORE09
TXN000079,PROD0014,CUST00094,2024-07-10,1,875.86,0.07,STORE07
TXN000080,PROD0037,CUST00227,2024-10-22,2,4681.14,0.0,STORE10
TXN000081,PROD0021,CUST00472,2024-02-18,2,3547.03,0.0,STORE02
TXN000082,PROD0003,CUST00076,2024-05-22,2,3996.98,0.0,STORE05
TXN000083,PROD0021,CUST00215,2024-03-15,1,525.16,0.0,STORE06
TXN000084,PROD0020,CUST00199,2024-06-21,4,2073.3,0.0,STORE07
TXN000085,PROD0080,CUST00237,2024-12-30,4,2572.1,0.0,STORE08
TXN000086,PROD0094,CUST00395,2024-01-05,5,881.0,0.0,STORE03
TXN000087,PROD0034,CUST00020,2024-10-16,3,531.71,0.0,STORE07
TXN000088,PROD0062,CUST00146,2024-10-05,5,3229.36,0.0,STORE04
TXN000089,PROD0080,CUST00044,2024-09-06,3,3022.56,0.09,STORE01
TXN000090,PROD0045,CUST00457,2024-09-02,2,960.08,0.0,STORE03
TXN000091,PROD0040,CUST00367,2024-07-18,1,2820.63,0.0,STORE01
TXN000092,PROD0057,CUST00233,2024-05-23,4,4184.11,0.0,STORE09
TXN000093,PROD0041,CUST00322,2024-10-10,2,224.09,0.0,STORE05
TXN000094,PROD0036,CUST00319,2024-05-18,2,4975.85,0.0,STORE06
TXN000095,PROD0094,CUST00153,2024-11-01,1,3356.88,0.0,STORE07
TXN000096,PROD0006,CUST00141,2024-06-17,3,1668.96,0.0,STORE10
TXN000097,PROD0065,CUST00115,2024-01-13,2,1429.03,0.0,STORE08
TXN000098,PROD0056,CUST00052,2024-09-19,4,4004.39,0.0,STORE04
TXN000099,PROD0040,CUST00122,2024-12-27,4,1832.32,0.0,STORE01
TXN000100,PROD0018,CUST00244,2024-12-08,1,3397.21,0.0,STORE06
TXN000101,PROD0038,CUST00052,2024-03-04,2,3973.95,0.17,STORE07
TXN000102,PROD0025,CUST00085,2024-04-29,3,2901.26,0.0,STORE08
TXN000103,PROD0001,CUST00432,2024-04-05,1,195.91,0.01,STORE05
TXN000104,PROD0090,CUST00077,2024-08-12,3,2010.16,0.01,STORE04
TXN000105,PROD0087,CUST00249,2024-10-25,2,1252.15,0.0,STORE01
TXN000106,PROD0006,CUST00077,2024-03-07,4,626.66,0.0,STORE02
TXN000107,PROD0046,CUST00431,2024-07-03,3,4724.42,0.0,STORE03
TXN000108,PROD0034,CUST00467,2024-12-22,1,4577.2,0.0,STORE02
TXN000109,PROD0099,CUST00148,2024-04-09,5,4497.73,0.0,STORE02
TXN000110,PROD0014,CUST00057,2024-05-10,1,4635.37,0.0,STORE03
TXN000111,PROD0053,CUST00149,2024-02-25,5,4986.13,0.0,STORE06
TXN000112,PROD0028,CUST00217,2024-06-11,4,2691.48,0.08,STORE03
TXN000113,PROD0057,CUST00323,2024-01-08,5,139.61,0.0,STORE04
TXN000114,PROD0043,CUST00041,2024-12-23,2,946.43,0.0,STORE02
TXN000115,PROD0019,CUST00279,2024-01-06,3,3495.58,0.0,STORE02
TXN000116,PROD0075,CUST00012,2024-02-08,5,2188.83,0.04,STORE10
TXN000117,PROD0001,CUST00002,2024-05-11,3,237.04,0.0,STORE07
TXN000118,PROD0015,CUST00456,2024-12-24,1,143.05,0.0,STORE03
TXN000119,PROD0015,CUST00450,2024-08-05,3,2980.31,0.0,STORE09
TXN000120,PROD0098,CUST00421,2024-11-15,5,1882.5,0.0,STORE07
TXN000121,PROD0051,CUST00465,2024-01-08,3,215.73,0.0,STORE04
TXN000122,PROD0010,CUST00444,2024-01-21,1,4139.14,0.0,STORE10
TXN000123,PROD0039,CUST00471,2024-04-07,2,924.29,0.15,STORE10
TXN000124,PROD0024,CUST00091,2024-02-29,5,1534.29,0.0,STORE08
TXN000125,PROD0056,CUST00288,2024-01-06,1,1605.97,0.0,STORE07
TXN000126,PROD0036,CUST00336,2024-05-25,2,3928.12,0.0,STORE04
TXN000127,PROD0091,CUST00477,2024-11-27,2,2323.39,0.04,STORE01
TXN000128,PROD0082,CUST00341,2024-06-28,5,266.81,0.17,STORE05
TXN000129,PROD0011,CUST00288,2024-12-03,3,3169.83,0.0,STORE08
TXN000130,PROD0036,CUST00357,2024-01-22,3,2427.76,0.08,STORE06
TXN000131,PROD0017,CUST00191,2024-11-18,4,4152.11,0.0,STORE06
TXN000132,PROD0041,CUST00090,2024-04-13,5,2058.85,0.0,STORE08
TXN000133,PROD0071,CUST00416,2024-08-01,5,4265.54,0.0,STORE07
TXN000134,PROD0031,CUST00389,2024-06-10,5,2523.72,0.0,STORE05
TXN000135,PROD0099,CUST00262,2024-06-27,3,1643.6,0.0,STORE07
TXN000136,PROD0023,CUST00398,2024-09-11,2,4125.57,0.0,STORE03
TXN000137,PROD0063,CUST00364,2024-09-06,2,138.98,0.12,STORE06
TXN000138,PROD0037,CUST00268,2024-06-14,1,4691.62,0.14,STORE10
TXN000139,PROD0011,CUST00138,2024-09-16,4,2177.24,0.18,STORE07
TXN000140,PROD0019,CUST00200,2024-03-12,5,3718.4,0.0,STORE04
TXN000141,PROD0032,CUST00226,2024-12-01,5,1179.53,0.0,STORE06
TXN000142,PROD0063,CUST00301,2024-08-18,4,4722.33,0.0,STORE07
TXN000143,PROD0002,CUST00124,2024-10-10,4,1038.7,0.0,STORE06
TXN000144,PROD0095,CUST00401,2024-04-26,3,1124.18,0.0,STORE08
TXN000145,PROD0001,CUST00347,2024-07-31,5,4595.41,0.0,STORE04
TXN000146,PROD0006,CUST00334,2024-06-01,2,2830.6,0.0,STORE04
TXN000147,PROD0040,CUST00286,2024-01-02,3,569.06,0.0,STORE08
TXN000148,PROD0046,CUST00471,2024-05-06,2,1635.09,0.12,STORE09
TXN000149,PROD0037,CUST00159,2024-03-10,1,4131.75,0.0,STORE08
TXN000150,PROD0034,CUST00361,2024-07-07,5,4854.14,0.11,STORE07
TXN000151,PROD0039,CUST00235,2024-08-07,3,2257.44,0.0,STORE05
TXN000152,PROD0066,CUST00056,2024-10-25,4,1211.2,0.0,STORE06
TXN000153,PROD0028,CUST00127,2024-02-24,1,412.1,0.12,STORE04
TXN000154,PROD0015,CUST00316,2024-11-20,3,4190.24,0.0,STORE10
TXN000155,PROD0043,CUST00265,2024-03-13,1,3885.38,0.0,STORE05
TXN000156,PROD0064,CUST00033,2024-04-06,2,2012.4,0.0,STORE08
TXN000157,PROD0040,CUST00430,2024-10-15,3,3721.86,0.14,STORE01
TXN000158,PROD0030,CUST00497,2024-06-03,4,2632.06,0.0,STORE06
TXN000159,PROD0069,CUST00073,2024-06-14,1,3196.41,0.0,STORE06
TXN000160,PROD0092,CUST00328,2024-10-01,3,4360.67,0.0,STORE02
TXN000161,PROD0100,CUST00224,2024-02-16,3,1172.16,0.0,STORE09
TXN000162,PROD0019,CUST00454,2024-11-08,4,4447.06,0.08,STORE03
TXN000163,PROD0037,CUST00184,2024-12-06,4,2969.32,0.0,STORE08
TXN000164,PROD0073,CUST00251,2024-06-29,2,1633.5,0.1,STORE05
TXN000165,PROD0098,CUST00451,2024-09-02,3,2583.43,0.14,STORE09
TXN000166,PROD0073,CUST00269,2024-06-07,5,2070.71,0.0,STORE04
TXN000167,PROD0092,CUST00490,2024-08-07,1,2973.99,0.0,STORE05
TXN000168,PROD0033,CUST00233,2024-06-15,2,550.13,0.0,STORE08
TXN000169,PROD0041,CUST00187,2024-04-19,2,4020.07,0.08,STORE07
TXN000170,PROD0028,CUST00002,2024-05-24,4,2042.97,0.0,STORE02
TXN000171,PROD0058,CUST00026,2024-06-30,2,2460.31,0.0,STORE02
TXN000172,PROD0045,CUST00366,2024-12-21,1,2089.12,0.0,STORE04
TXN000173,PROD0003,CUST00372,2024-08-01,4,1437.91,0.17,STORE09
TXN000174,PROD0096,CUST00173,2024-10-14,4,360.53,0.13,STORE08
TXN000175,PROD0095,CUST00005,2024-09-16,4,999.61,0.0,STORE01
TXN000176,PROD0029,CUST00393,2024-08-13,1,4924.02,0.08,STORE10
TXN000177,PROD0074,CUST00238,2024-09-12,2,765.62,0.02,STORE06
TXN000178,PROD0094,CUST00144,2024-01-24,1,1664.82,0.0,STORE01
TXN000179,PROD0035,CUST00206,2024-08-31,3,3132.03,0.02,STORE08
TXN000180,PROD0036,CUST00461,2024-04-16,1,2165.4,0.0,STORE06
TXN000181,PROD0082,CUST00422,2024-03-20,1,2170.59,0.0,STORE02
TXN000182,PROD0084,CUST00371,2024-05-20,3,1714.68,0.0,STORE02
TXN000183,PROD0039,CUST00447,2024-10-28,1,3925.78,0.05,STORE06
TXN000184,PROD0092,CUST00067,2024-05-29,3,3730.23,0.0,STORE10
TXN000185,PROD0078,CUST00205,2024-12-23,4,4321.21,0.0,STORE02
TXN000186,PROD0091,CUST00114,2024-06-15,1,3281.0,0.04,STORE03
TXN000187,PROD0075,CUST00280,2024-09-08,2,3628.56,0.0,STORE02
TXN000188,PROD0030,CUST00184,2024-03-10,3,2068.3,0.0,STORE06
TXN000189,PROD0044,CUST00057,2024-02-28,4,2959.52,0.03,STORE09
TXN000190,PROD0023,CUST00386,2024-04-28,5,3674.65,0.16,STORE03
TXN000191,PROD0082,CUST00099,2024-07-31,1,3374.89,0.0,STORE03
TXN000192,PROD0065,CUST00289,2024-04-28,1,2211.68,0.2,STORE03
TXN000193,PROD0073,CUST00055,2024-05-20,1,691.56,0.0,STORE08
TXN000194,PROD0044,CUST00378,2024-06-01,4,2860.65,0.0,STORE06
TXN000195,PROD0089,CUST00248,2024-11-02,2,4149.14,0.12,STORE03
TXN000196,PROD0027,CUST00060,2024-03-12,2,595.52,0.0,STORE03
TXN000197,PROD0001,CUST00235,2024-08-08,3,3574.59,0.07,STORE01
TXN000198,PROD0053,CUST00263,2024-02-14,1,246.97,0.0,STORE03
TXN000199,PROD0007,CUST00312,2024-04-29,5,2473.01,0.15,STORE09
TXN000200,PROD0013,CUST00253,2024-03-31,3,4512.54,0.0,STORE10
TXN000201,PROD0091,CUST00462,2024-06-29,2,1847.58,0.0,STORE03
TXN000202,PROD0037,CUST00045,2024-01-23,3,2208.28,0.0,STORE10
TXN000203,PROD0083,CUST00306,2024-12-28,5,3284.57,0.0,STORE05
TXN000204,PROD0018,CUST00286,2024-07-30,2,1312.66,0.02,STORE10
TXN000205,PROD0072,CUST00139,2024-08-12,4,833.65,0.0,STORE06
TXN000206,PROD0031,CUST00461,2024-03-08,4,1426.43,0.0,STORE01
TXN000207,PROD0069,CUST00210,2024-03-09,3,2184.79,0.02,STORE06
TXN000208,PROD0037,CUST00492,2024-08-09,3,3677.83,0.05,STORE09
TXN000209,PROD0072,CUST00499,2024-08-11,1,1275.02,0.0,STORE04
TXN000210,PROD0036,CUST00326,2024-03-20,3,878.88,0.0,STORE05
TXN000211,PROD0041,CUST00077,2024-02-11,5,436.77,0.04,STORE06
TXN000212,PROD0046,CUST00453,2024-03-18,3,2520.22,0.0,STORE07
TXN000213,PROD0062,CUST00376,2024-05-28,4,1322.8,0.03,STORE06
TXN000214,PROD0014,CUST00260,2024-11-18,1,1772.49,0.0,STORE02
TXN000215,PROD0080,CUST00406,2024-05-30,1,555.18,0.0,STORE03
TXN000216,PROD0098,CUST00348,2024-05-22,2,896.59,0.0,STORE05
TXN000217,PROD0026,CUST00330,2024-03-26,1,3802.75,0.0,STORE01
TXN000218,PROD0033,CUST00265,2024-03-09,2,4361.6,0.04,STORE07
TXN000219,PROD0024,CUST00021,2024-02-20,1,2693.69,0.0,STORE08
TXN000220,PROD0009,CUST00124,2024-08-20,4,2080.09,0.0,STORE02
TXN000221,PROD0003,CUST00336,2024-06-07,3,4722.94,0.0,STORE06
TXN000222,PROD0085,CUST00421,2024-11-04,4,4192.7,0.16,STORE05
TXN000223,PROD0073,CUST00383,2024-11-29,2,1971.5,0.13,STORE03
TXN000224,PROD0055,CUST00202,2024-03-14,3,3975.7,0.0,STORE03
TXN000225,PROD0069,CUST00025,2024-12-22,1,4094.57,0.05,STORE04
TXN000226,PROD0031,CUST00387,2024-06-24,2,1068.47,0.0,STORE05
TXN000227,PROD0027,CUST00095,2024-02-26,1,3417.72,0.0,STORE09
TXN000228,PROD0012,CUST00379,2024-03-03,4,446.91,0.0,STORE04
TXN000229,PROD0086,CUST00145,2024-04-20,2,4955.28,0.0,STORE02
TXN000230,PROD0088,CUST00183,2024-09-30,4,3639.78,0.0,STORE06
TXN000231,PROD0050,CUST00182,2024-12-29,5,3324.61,0.0,STORE07
TXN000232,PROD0012,CUST00346,2024-10-21,4,770.54,0.04,STORE03
TXN000233,PROD0025,CUST00260,2024-05-23,5,3526.74,0.0,STORE08
TXN000234,PROD0076,CUST00317,2024-04-22,2,4242.83,0.0,STORE08
TXN000235,PROD0089,CUST00372,2024-12-13,1,4365.15,0.07,STORE10
TXN000236,PROD0025,CUST00376,2024-04-03,1,3119.51,0.0,STORE06
TXN000237,PROD0013,CUST00178,2024-04-16,5,817.63,0.0,STORE01
TXN000238,PROD0015,CUST00423,2024-01-22,3,2685.59,0.0,STORE10
TXN000239,PROD0021,CUST00302,2024-06-17,2,3119.12,0.19,STORE09
TXN000240,PROD0048,CUST00116,2024-04-23,2,204.29,0.07,STORE02
TXN000241,PROD0017,CUST00320,2024-05-23,3,1307.22,0.0,STORE04
TXN000242,PROD0050,CUST00472,2024-06-21,4,2266.21,0.0,STORE05
TXN000243,PROD0056,CUST00064,2024-02-10,4,288.86,0.0,STORE06
TXN000244,PROD0010,CUST00214,2024-10-24,2,2469.44,0.0,STORE08
TXN000245,PROD0055,CUST00443,2024-05-10,1,2320.65,0.0,STORE02
TXN000246,PROD0020,CUST00122,2024-02-26,2,4631.03,0.19,STORE05
TXN000247,PROD0068,CUST00481,2024-08-02,5,1150.61,0.0,STORE08
TXN000248,PROD0033,CUST00276,2024-12-02,3,104.59,0.08,STORE04
TXN000249,PROD0016,CUST00342,2024-10-09,5,3372.19,0.05,STORE09
TXN000250,PROD0007,CUST00155,2024-02-05,2,4717.59,0.0,STORE03
TXN000251,PROD0082,CUST00498,2024-04-29,1,3927.53,0.0,STORE03
TXN000252,PROD0082,CUST00160,2024-01-20,3,969.77,0.0,STORE04
TXN000253,PROD0100,CUST00373,2024-09-14,4,2176.16,0.0,STORE01
TXN000254,PROD0040,CUST00303,2024-01-31,4,1705.55,0.0,STORE10
TXN000255,PROD0061,CUST00281,2024-12-31,5,338.22,0.0,STORE08
TXN000256,PROD0086,CUST00034,2024-07-12,1,1725.32,0.0,STORE03
TXN000257,PROD0083,CUST00447,2024-09-21,2,4492.74,0.0,STORE02
TXN000258,PROD0070,CUST00229,2024-02-25,5,4618.71,0.0,STORE04
TXN000259,PROD0022,CUST00225,2024-11-10,4,1098.19,0.11,STORE09
TXN000260,PROD0025,CUST00190,2024-04-12,1,2678.97,0.2,STORE05
TXN000261,PROD0065,CUST00481,2024-07-03,2,550.44,0.0,STORE10
TXN000262,PROD0057,CUST00418,2024-12-30,2,170.25,0.0,STORE07
TXN000263,PROD0096,CUST00432,2024-09-19,4,2697.07,0.0,STORE04
TXN000264,PROD0008,CUST00412,2024-09-30,2,2876.75,0.1,STORE09
TXN000265,PROD0098,CUST00344,2024-12-18,1,4677.89,0.16,STORE07
TXN000266,PROD0067,CUST00234,2024-06-04,1,3191.81,0.11,STORE06
TXN000267,PROD0010,CUST00164,2024-04-28,5,2410.82,0.19,STORE03
TXN000268,PROD0054,CUST00084,2024-02-28,3,160.93,0.0,STORE10
TXN000269,PROD0087,CUST00500,2024-09-14,3,4931.48,0.0,STORE01
TXN000270,PROD0090,CUST00346,2024-08-13,4,1288.36,0.0,STORE06
TXN000271,PROD0004,CUST00259,2024-05-21,4,4912.59,0.0,STORE09
TXN000272,PROD0089,CUST00034,2024-05-07,2,1950.2,0.05,STORE10
TXN000273,PROD0095,CUST00457,2024-06-28,4,533.71,0.06,STORE09
TXN000274,PROD0041,CUST00478,2024-04-26,1,3772.6,0.05,STORE08
TXN000275,PROD0004,CUST00270,2024-03-22,3,2520.51,0.0,STORE06
TXN000276,PROD0002,CUST00104,2024-12-19,5,692.46,0.08,STORE03
TXN000277,PROD0055,CUST00208,2024-05-16,2,3842.02,0.0,STORE07
TXN000278,PROD0071,CUST00498,2024-02-25,4,3023.78,0.06,STORE02
TXN000279,PROD0008,CUST00314,2024-10-08,1,3392.28,0.0,STORE04
TXN000280,PROD0089,CUST00223,2024-06-28,5,1935.97,0.0,STORE10
TXN000281,PROD0035,CUST00212,2024-12-10,2,2679.43,0.0,STORE03
TXN000282,PROD0096,CUST00493,2024-10-17,3,4423.52,0.17,STORE01
TXN000283,PROD0022,CUST00076,2024-06-27,3,4933.17,0.0,STORE06
TXN000284,PROD0090,CUST00423,2024-06-10,2,4239.87,0.0,STORE09
TXN000285,PROD0054,CUST00337,2024-03-06,1,4790.39,0.16,STORE07
TXN000286,PROD0028,CUST00127,2024-05-19,1,3153.3,0.0,STORE07
TXN000287,PROD0072,CUST00389,2024-10-13,5,750.28,0.14,STORE02
TXN000288,PROD0061,CUST00064,2024-01-04,1,2442.85,0.0,STORE01
TXN000289,PROD0072,CUST00499,2024-02-08,3,4336.22,0.09,STORE10
TXN000290,PROD0006,CUST00468,2024-03-16,4,3648.96,0.15,STORE09
TXN000291,PROD0027,CUST00346,2024-10-13,4,2698.58,0.0,STORE08
TXN000292,PROD0033,CUST00324,2024-02-27,2,2938.63,0.02,STORE01
TXN000293,PROD0087,CUST00316,2024-01-27,5,3228.89,0.0,STORE10
TXN000294,PROD0027,CUST00116,2024-01-05,3,434.91,0.0,STORE07
TXN000295,PROD0046,CUST00482,2024-05-21,3,1449.99,0.0,STORE09
TXN000296,PROD0058,CUST00353,2024-05-21,5,4962.22,0.0,STORE05
TXN000297,PROD0057,CUST00228,2024-02-28,4,2056.91,0.0,STORE04
TXN000298,PROD0084,CUST00309,2024-12-27,4,1085.68,0.08,STORE02
TXN000299,PROD0034,CUST00190,2024-09-01,1,1871.12,0.0,STORE08
TXN000300,PROD0069,CUST00269,2024-09-30,4,571.98,0.0,STORE01
TXN000301,PROD0021,CUST00105,2024-04-03,5,367.75,0.0,STORE01
TXN000302,PROD0036,CUST00052,2024-07-26,3,4672.23,0.0,STORE08
TXN000303,PROD0018,CUST00257,2024-03-03,2,3206.03,0.0,STORE01
TXN000304,PROD0034,CUST00474,2024-10-18,3,1823.58,0.0,STORE04
TXN000305,PROD0074,CUST00313,2024-05-11,5,3197.29,0.1,STORE06
TXN000306,PROD0012,CUST00314,2024-09-30,1,2486.73,0.06,STORE09
TXN000307,PROD0004,CUST00040,2024-08-11,4,2984.54,0.0,STORE04
TXN000308,PROD0004,CUST00308,2024-10-05,3,4260.24,0.06,STORE07
TXN000309,PROD0025,CUST00121,2024-03-28,5,3846.69,0.0,STORE02
TXN000310,PROD0077,CUST00416,2024-10-02,4,3173.94,0.0,STORE08
TXN000311,PROD0061,CUST00063,2024-09-14,4,139.41,0.0,STORE01
TXN000312,PROD0021,CUST00188,2024-02-23,3,4137.72,0.18,STORE08
TXN000313,PROD0073,CUST00447,2024-04-07,3,2521.5,0.18,STORE03
TXN000314,PROD0042,CUST00382,2024-01-01,1,3495.17,0.0,STORE10
TXN000315,PROD0084,CUST00256,2024-05-22,4,2968.43,0.06,STORE01
TXN000316,PROD0068,CUST00272,2024-07-20,4,591.04,0.13,STORE07
TXN000317,PROD0052,CUST00489,2024-08-17,3,3014.86,0.0,STORE06
TXN000318,PROD0043,CUST00484,2024-11-21,2,4323.27,0.03,STORE05
TXN000319,PROD0008,CUST00163,2024-06-22,5,1751.63,0.01,STORE05
TXN000320,PROD0060,CUST00474,2024-04-22,1,114.19,0.0,STORE09
TXN000321,PROD0069,CUST00283,2024-10-17,1,2120.74,0.0,STORE02
TXN000322,PROD0079,CUST00048,2024-03-15,4,1971.32,0.0,STORE07
TXN000323,PROD0073,CUST00354,2024-03-16,3,1021.04,0.0,STORE08
TXN000324,PROD0061,CUST00106,2024-04-04,5,1065.88,0.0,STORE05
TXN000325,PROD0032,CUST00309,2024-10-23,5,2911.95,0.0,STORE06
TXN000326,PROD0082,CUST00185,2024-05-26,5,2343.33,0.0,STORE09
TXN000327,PROD0021,CUST00334,2024-03-24,3,789.57,0.0,STORE01
TXN000328,PROD0048,CUST00115,2024-04-23,3,4331.51,0.15,STORE01
TXN000329,PROD0026,CUST00179,2024-07-21,1,1184.2,0.0,STORE01
TXN000330,PROD0061,CUST00246,2024-01-19,5,1787.74,0.11,STORE10
TXN000331,PROD0038,CUST00385,2024-11-14,4,4003.73,0.0,STORE07
TXN000332,PROD0082,CUST00081,2024-04-28,3,3076.81,0.0,STORE09
TXN000333,PROD0020,CUST00286,2024-04-14,2,2209.19,0.04,STORE09
TXN000334,PROD0066,CUST00132,2024-07-24,5,4397.45,0.0,STORE03
TXN000335,PROD0081,CUST00227,2024-05-13,5,4951.27,0.07,STORE01
TXN000336,PROD0024,CUST00445,2024-06-27,5,3950.49,0.02,STORE10
TXN000337,PROD0060,CUST00047,2024-04-21,1,4778.82,0.0,STORE07
TXN000338,PROD0025,CUST00132,2024-09-16,2,2348.07,0.0,STORE01
TXN000339,PROD0071,CUST00147,2024-10-06,4,1848.28,0.07,STORE06
